TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,price_inr,TouchScreen,HDD,SSD,SSHD,FStorage
Ultrabook,14.0,1920x1080,Intel i7,12,Windows 10,1.4,147224,No,0,256,0,0
Notebook,15.6,1366x768,Intel i7,12,Windows 10,2.2,53592,Yes,1000,0,0,0
Gaming,17.3,1920x1080,Intel i5,8,Windows 10,2.73,155760,No,1000,128,0,0
2 in 1 Convertible,15.6,1366x768,Intel i5,8,Windows 10,2.2,65032,Yes,1000,0,0,0
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,83512,No,0,512,0,0
2 in 1 Convertible,11.6,1366x768,Intel M ,4,Windows 10,1.39,53064,Yes,0,128,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,149512,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i3,4,No OS,2.8,46552,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.29,40392,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,178200,Yes,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,129712,No,0,256,0,0
2 in 1 Convertible,12.5,1920x1080,Intel i5,8,Windows 10,1.34,146960,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.06,155144,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,107272,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,58826,No,500,0,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.6,28952,No,0,0,0,32
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.14,193512,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,40920,No,1000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,1.8,202312,No,2000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,123112,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.4,49632,No,1000,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,8,Windows 10,2,114312,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.6,30712,No,0,0,0,128
Notebook,15.6,3840x2160,Intel Xeon,32,Windows 10,2.5,431112,No,0,1000,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.59,77353,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,39063,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.25,31592,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,1.93,76472,No,500,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3,102784,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.18,50072,No,0,128,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,122232,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.94,199572,No,1000,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,33352,Yes,0,0,0,32
Notebook,14.0,1366x768,Intel i5,8,Windows 10,2.31,98912,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.65,128920,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,68288,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.2,70312,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,1.88,82016,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,79112,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel Atom,2,Windows 10,1.4,21032,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.2,41184,No,0,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,6,Windows 10,1.5,56233,Yes,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2,160160,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.1,167200,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.62,130152,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,1.8,72952,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,50952,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,8,Windows 10,2,35112,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.99,79783,No,1000,0,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.23,164472,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.42,21912,No,0,0,0,32
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,154653,Yes,0,256,0,0
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,211112,Yes,0,1000,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,97592,No,1000,128,0,0
Notebook,17.0,1600x900,AMD A9,8,Windows 10,2.6,45839,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.14,215600,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.5,102872,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,39600,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.43,24112,No,0,0,0,32
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,80872,No,0,256,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,228712,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,106744,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.36,139392,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,3.8,246312,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,8,Linux,2.4,62392,No,1000,0,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,127591,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,104878,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.86,32111,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,93632,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,80872,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,99880,No,2000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.31,105248,No,1000,128,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.42,276969,No,1000,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.56,108152,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,36872,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,47080,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,6,Windows 10,2.04,47432,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,130836,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,43824,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.06,84040,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,65560,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,110704,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.1,36256,No,0,128,0,0
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,164371,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.90,71980,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.3,90992,Yes,0,256,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,2.2,30712,No,0,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i3,4,Windows 10,1.63,61512,Yes,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,113872,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.1,99880,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,8,Chrome OS,1.4,43560,Yes,0,0,0,64
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.09,202312,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,2.5,114312,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,87815,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.86,36872,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,3.21,180488,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i3,4,Windows 10,2.5,61512,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.19,131912,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.49,247610,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.86,53910,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,48019,No,1000,0,0,0
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.65,50072,No,2000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,27984,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.45,33000,No,0,0,0,32
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,61512,No,0,256,0,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 10,3.14,167903,No,500,0,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.42,227920,Yes,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.5,85624,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,23672,No,0,0,0,32
2 in 1 Convertible,14.0,1920x1080,Intel i7,16,Windows 10,1.38,153912,Yes,0,512,0,0
2 in 1 Convertible,12.5,1920x1080,Intel M ,4,Chrome OS,1.2,58872,Yes,0,0,0,64
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.36,165176,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.1,60632,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.56,72072,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.2,35112,No,0,256,0,0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,37752,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.1,54688,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.90,39600,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,69960,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.6,87912,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 7,2.18,163240,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,104808,No,0,256,0,0
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.71,57641,No,2000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,109912,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Linux,1.64,95832,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Linux,1.98,63888,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.5,26224,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i5,16,Windows 10,1.93,125546,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.87,75422,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,103752,No,0,256,0,0
Notebook,15.6,1366x768,AMD A6,4,Windows 10,2.19,26224,No,500,0,0,0
Notebook,14.0,1920x1200,Intel Atom,4,Windows 10,1.4,23320,No,32,0,0,0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.63,105600,No,0,256,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.17,148424,No,0,512,0,0
2 in 1 Convertible,13.3,1366x768,Intel i5,8,Windows 10,1.58,73621,Yes,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,131912,No,0,256,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.36,322027,No,1000,1000,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,118666,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,1.9,43111,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,63272,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i3,4,Windows 10,1.71,57112,Yes,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Linux,2.32,51878,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.1,43032,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,170280,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.25,57112,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.1,57200,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.4,49192,No,500,0,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,84480,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,1.85,68552,No,1000,0,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.6,212872,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.55,57992,Yes,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.8,184314,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,36150,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,106216,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2,58520,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.25,135080,Yes,0,256,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i5,8,Windows 10,1.7,87912,Yes,0,256,0,0
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.5,290312,No,0,1000,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Chrome OS,1.68,29040,No,0,0,0,32
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,0.81,145112,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,1.86,47432,No,0,256,0,0
Notebook,14.0,1366x768,Intel i5,8,Windows 10,1.6,99150,No,0,256,0,0
Workstation,17.3,1920x1080,Intel Xeon,16,Windows 7,3,386232,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,41800,Yes,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,167200,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.45,50952,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,96448,No,0,180,0,0
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.37,74791,No,0,256,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i5,8,Windows 10,1.3,105512,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,96712,No,1000,128,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,137368,No,0,256,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,4.42,252471,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,52712,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,92224,No,1000,128,0,0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.18,163592,No,0,256,0,0
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,137192,Yes,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.2,99352,No,0,256,0,0
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,74712,No,500,0,0,0
Notebook,13.3,1366x768,Intel i5,4,Windows 10,1.6,57640,No,0,128,0,0
Notebook,17.3,1366x768,Intel Pentium,4,Windows 10,2.8,41390,No,1000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.72,96712,Yes,1000,128,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.31,140712,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.1,26224,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.3,103952,No,0,256,0,0
2 in 1 Convertible,15.0,1920x1080,Intel i7,16,Windows 10,1.71,158312,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.75,89760,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,96712,No,1000,0,0,0
Ultrabook,12.5,1366x768,Intel i5,4,Windows 10,1.26,109472,No,0,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.3,73832,Yes,2000,0,0,0
Notebook,15.6,3840x2160,Intel i7,16,Windows 7,2.5,208560,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.8,55968,No,0,128,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,255112,No,0,512,0,0
Notebook,15.6,1920x1080,Intel Pentium,8,Windows 10,2,51207,No,0,128,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,315814,No,1000,1000,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,206800,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.47,155232,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,8,No OS,2.2,28952,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.7,202312,No,0,512,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.6,166408,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,95832,No,1000,128,0,0
Gaming,15.6,1920x1080,Intel i7,4,Windows 10,2.4,87912,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,202312,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.62,86680,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.24,117832,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.22,17855,No,0,0,0,32
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,173360,Yes,0,512,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.08,84392,Yes,0,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,102520,No,0,0,0,512
2 in 1 Convertible,14.0,2560x1440,Intel i5,8,Windows 10,1.42,205040,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.63,26312,No,0,0,0,32
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.95,71280,No,0,128,0,0
2 in 1 Convertible,13.9,1920x1080,Intel i7,8,Windows 10,1.38,118712,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2,65032,No,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,3.14,181711,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,96712,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,131912,No,0,256,0,0
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.06,153912,Yes,0,256,0,0
Netbook,11.6,1366x768,Intel Pentium,4,Windows 10,1.63,65472,No,0,128,0,0
Netbook,12.5,1366x768,Intel i5,8,Windows 10,1.26,122232,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,68640,No,500,0,0,0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.04,55352,No,2000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.62,147752,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.4,53592,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.74,153912,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,212520,No,1000,512,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,0.81,131912,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.98,84568,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,69503,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.32,163592,No,0,256,0,0
Ultrabook,12.5,3840x2160,Intel i7,16,Windows 10,1.29,158312,Yes,0,512,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.23,33880,No,0,0,0,16
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.36,220442,No,1000,128,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.76,66440,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,43111,No,500,0,0,0
Ultrabook,14.0,1366x768,Intel i5,4,Windows 10,1.25,95920,No,0,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.13,219912,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.4,105512,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.13,165000,No,0,0,0,256
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.75,43912,No,0,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.1,119504,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.76,51480,No,500,0,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.35,31240,No,0,0,0,32
Notebook,14.0,1920x1080,Intel i3,8,Windows 10,1.5,54472,No,0,128,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,3.49,483912,Yes,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.1,184712,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.1,45672,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,104368,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,145200,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.21,244167,No,1000,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,212872,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.0,58872,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.5,28600,No,0,0,0,16
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,51920,No,128,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.73,158312,No,1000,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,270414,No,1000,512,0,0
Notebook,17.3,1600x900,Intel i5,8,Windows 10,2.63,80080,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.18,62831,No,0,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.54,164560,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.18,65032,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.4,54120,Yes,0,0,0,32
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.45,90288,No,0,512,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.28,200376,Yes,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.54,129184,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,No OS,1.86,26312,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.1,167112,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i7,8,Linux,2.83,76120,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.96,167464,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.3,69256,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,83160,No,0,128,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2,39512,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.28,225192,Yes,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.62,57112,Yes,1000,0,0,0
Notebook,15.6,1920x1080,Intel i3,4,No OS,2.2,41272,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,74858,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,118712,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.05,113080,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.5,89496,No,1000,0,0,0
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.29,197120,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.07,80080,No,500,0,0,0
Ultrabook,13.3,1366x768,Intel i5,8,Windows 10,1.2,96360,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,171600,Yes,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.56,79376,No,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.23,156464,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.38,92840,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,4,No OS,2.2,42152,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,122144,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.44,64680,No,0,180,0,0
Ultrabook,15.0,1920x1080,Intel i7,16,Windows 10,1.23,162712,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.6,148720,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2,35111,No,1000,0,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.28,82280,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.18,80300,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.04,73832,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,4,Windows 10,1.28,149600,Yes,0,256,0,0
